,0,1,2,3,4,5,6
1013,17.0,Katie Lindstrom,Tiffany Svenssohn,United States,Q3,€ 0.00,100.0
1014,17.0,Valerie Dvornikova,Anna Pospisilova,Czech Republic,Q4,€ 0.00,100.0
1015,17.0,Shion Tsubouchi,Maho Yabumi,Japan,Q7,€ 0.00,100.0
1016,17.0,Annelore Bex,Ines Piret,Belgium,Q9,€ 0.00,100.0
1017,21.0,Anaya Evans,Daisy Mumby,England,Q6,€ 0.00,60.0
1018,21.0,Devin Corah,Adriel Goodman,Canada,Q8,€ 0.00,60.0
1019,21.0,Muriel Bossart,Noemi Sibo Sapi,Switzerland,Q10,€ 0.00,60.0
1020,21.0,Susan Imhasly,Sophia Johnston,New Zealand,Q12,€ 0.00,60.0
1021,1.0,Evan Cory,Troy Field,United States,1,"€ 1,000.00",400.0
1022,2.0,Laurenc Grossig,Mathias Seiser,Austria,3,€ 700.00,360.0
1023,3.0,Markus Mol,Jo Gladsoy Sunde,Norway,"9, Q3",€ 500.00,320.0
1024,4.0,Tim Berger,Timo Hammarberg,Austria,"8, Q1",€ 400.00,280.0
1025,5.0,Jedrzej Brozyniak,Piotr Janiak,Poland,2,€ 300.00,240.0
1026,5.0,Jyrki Nurminen,Santeri Siren,Finland,4,€ 300.00,240.0
1027,5.0,Robert Juchnevic,Artur Vasiljev,Lithuania,6,€ 300.00,240.0
1028,5.0,Benedikt Sagstetter,Jonas Sagstetter,Germany,"11, Q7",€ 300.00,240.0
1029,9.0,Felix Friedl,Alexander Huber,Austria,5,€ 200.00,180.0
1030,9.0,Maximilian Just,Lui Wust,Germany,7,€ 200.00,180.0
1031,9.0,Quinten Groenewold,Sam van Der Loo,Netherlands,"10, Q5",€ 200.00,180.0
1032,9.0,Ben Hood,Lucas Josefsen,Australia,13,€ 200.00,180.0
1033,13.0,Soloman Bushby,James Takken,Australia,12,€ 100.00,140.0
1034,13.0,Pekka Piippo,Vili Topio,Finland,14,€ 100.00,140.0
1035,13.0,Arttur Pennanen,Valtter Pennanen,Finland,15,€ 100.00,140.0
1036,13.0,Aleksi Hanninen,Veeti Viljamaa,Finland,16,€ 100.00,140.0
1037,17.0,Michal Korycki,Milosz Kruk,Poland,Q2,€ 0.00,100.0
1038,17.0,Nicolai Hovmann,Mads Mollgaard,Denmark,Q6,€ 0.00,100.0
1039,17.0,Erik Ask,Jacob Nilsson,Sweden,Q9,€ 0.00,100.0
1040,17.0,Teppo Pulkkinen,Pyry Topio,Finland,Q13,€ 0.00,100.0
1041,21.0,Arran Chambers,Liam Kopp,Canada,Q4,€ 0.00,60.0
1042,21.0,Artur Hajos,Bence Streli,Hungary,Q8,€ 0.00,60.0
1043,21.0,Joppe Van Langendonck,Christophe Witvrouwen,Belgium,Q10,€ 0.00,60.0
1044,21.0,Ross McKelvie,Callum Stewart,Scotland,Q11,€ 0.00,60.0
1045,21.0,Oscar Feltrer,Pablo Perez,Spain,Q12,€ 0.00,60.0
1046,21.0,Nathan Broch,Thibaud Colomb,Switzerland,Q14,€ 0.00,60.0
1047,21.0,Juraj Krajci,Calum Stewart,New Zealand,Q15,€ 0.00,60.0
1048,21.0,Luca Cravera,Michele Crusca,Italy,Q16,€ 0.00,60.0
1049,1.0,Niina Ahtiainen,Taru Lahti,Finland,1,"€ 1,000.00",400.0
1050,2.0,Jasmine Fleming,Georgia Johnson,Australia,2,€ 700.00,360.0
1051,3.0,Katarzyna Kociolek,Marta Lodej,Poland,6,€ 500.00,320.0
1052,4.0,Melanie Paul,Hanna-Marie Schieder,Germany,5,€ 400.00,280.0
1053,5.0,Anniina Parkkinen,Sara Sinisalo,Finland,3,€ 300.00,240.0
1054,5.0,Elsa Descamps,Marine Kinna,France,7,€ 300.00,240.0
1055,5.0,Muriel Bossart,Shana Zobrist,Switzerland,8,€ 300.00,240.0
1056,5.0,Heleene Hollas,Liisa Remmelg,Estonia,9,€ 300.00,240.0
1057,9.0,Brittany Kendall,Tara Phillips,Australia,4,€ 200.00,180.0
1058,9.0,Ieva Dumbauskaite,Skalve Krizanauskaite,Lithuania,10,€ 200.00,180.0
1059,9.0,Kristyna Adamcikova,Michaela Brinkova,Czech Republic,"11, Q6",€ 200.00,180.0
1060,9.0,Anouk Kressler,Janick Schaltegger,Switzerland,"13, Q13",€ 200.00,180.0
1061,13.0,Katja Metsakoivu,Tuuli Metsakoivu,Finland,12,€ 100.00,140.0
1062,13.0,Ester Hirvonen,Peppiina Maenpaa,Finland,14,€ 100.00,140.0
1063,13.0,Valma Prihti,Aliisa Vuorinen,Finland,"15, Q10",€ 100.00,140.0
1064,13.0,Luana Araco,Sara Bisbe,Spain,"16, Q16",€ 100.00,140.0
1065,17.0,Helene Jernbeck,Hulda Rudberg,Sweden,Q2,€ 0.00,100.0
1066,17.0,Dionysia Matiou,Liza Triantafillidi,Greece,Q5,€ 0.00,100.0
1067,17.0,Lia Berger,Lilli Hohenauer,Austria,Q9,€ 0.00,100.0
1068,17.0,Anniina Muukka,Elina Pirttimaki,Finland,Q14,€ 0.00,100.0
1069,21.0,Daniele Kvedaraite,Irina Zobnina,Lithuania,Q1,€ 0.00,60.0
1070,21.0,Liisa-Lotta Jurgenson,Eva Kuivonen,Estonia,Q3,€ 0.00,60.0
1071,21.0,Malin Bergholm,Louise Maneskold,Sweden,Q4,€ 0.00,60.0
1072,21.0,Valeria Diotallevi,Giada Godenzoni,Italy,Q7,€ 0.00,60.0
1073,21.0,Magdalena Rabitsch,Anja Trailovic,Austria,Q8,€ 0.00,60.0
1074,21.0,Magdalena Cerna,Tereza Francova,Czech Republic,Q11,€ 0.00,60.0
1075,21.0,Youna Coens,Jade Van Deun,Belgium,Q12,€ 0.00,60.0
1076,21.0,Linnea Hautala,Sofia Makitalo,Finland,Q15,€ 0.00,60.0
1077,1.0,Bautista Amieva,Leo Aveiro,Argentina,8,"€ 1,000.00",400.0
1078,2.0,Lorenz Petutschnig,Florian Schnetzer,Austria,5,€ 700.00,360.0
1079,3.0,Gianluca Dal Corso,Marco Viscovich,Italy,4,€ 500.00,320.0
1080,4.0,Davide Benzi,Carlo Bonifazi,Italy,1,€ 400.00,280.0
1081,5.0,Julian Azaad,Maciel Bueno,Argentina,3,€ 300.00,240.0
1082,5.0,Jonathan Jordan,Immanuel Zurcher,Switzerland,9,€ 300.00,240.0
1083,5.0,Manuel Alfieri,Davis Krumins,Italy,"13, Q5",€ 300.00,240.0
1084,5.0,Matteo Cecchini,Mauro Sacripanti,Italy,15,€ 300.00,240.0
1085,9.0,Tobia Marchetto,Jakob Windisch,Italy,6,€ 200.00,180.0
1086,9.0,Thijs Nijeboer,Mart van Werkhoven,Netherlands,7,€ 200.00,180.0
1087,9.0,Marek Jany,Lubos Nemec,Slovakia,10,€ 200.00,180.0
1088,9.0,Artem Besarab,Aleksander Czachorowski,Poland,"14, Q8",€ 200.00,180.0
1089,13.0,Jose Mondlane,Osvaldo Mungoi,Mozambique,2,€ 100.00,140.0
1090,13.0,Kevin Cuzmiciov,River Day,Israel,11,€ 100.00,140.0
1091,13.0,Jan Bercik,Ondrej Herman,Czech Republic,"12, Q3",€ 100.00,140.0
1092,13.0,Even Aas,Adrian Mol,Norway,"16, Q10",€ 100.00,140.0
1093,17.0,Thibault Goset,Louis Laenen,Belgium,Q1,€ 0.00,100.0
1094,17.0,Robert Kufa,Martin Melmuka,Czech Republic,Q2,€ 0.00,100.0
1095,17.0,Batuhan Kuru,Yusuf Ozdemir,Türkiye,Q4,€ 0.00,100.0
1096,17.0,Tomer Hadar,David Lanciano,Israel,Q6,€ 0.00,100.0
1097,21.0,Szymon Beta,Filip Lejawa,Poland,Q7,€ 0.00,60.0
1098,21.0,Christian Helland,Hakon Kronstad,Norway,Q9,€ 0.00,60.0
1099,21.0,Daniel Moreno,Roberto Sanfelix,Spain,Q11,€ 0.00,60.0
1100,21.0,Severin Breer,Linus Deecke,Switzerland,Q12,€ 0.00,60.0
1101,21.0,Mantas Donela,Karolis Palubinskas,Lithuania,Q13,€ 0.00,60.0
1102,21.0,Nicolo Conti,Paolo Ficosecco,Italy,Q14,€ 0.00,60.0
1103,21.0,Federico Andronico,Giosue Andronico,Italy,Q15,€ 0.00,60.0
1104,21.0,Franco Arezzo,Gerald Ndrecaj,Italy,Q16,€ 0.00,60.0
1105,1.0,Margherita Bianchin,Claudia Scampoli,Italy,1,"€ 1,000.00",400.0
1106,2.0,Giada Bianchi,Reka Orsi Toth,Italy,12,€ 700.00,360.0
1107,3.0,Menia Bentele,Anna Lutz,Switzerland,5,€ 500.00,320.0
1108,4.0,Andrea Lorenzova,Karin Zolnercikova,Czech Republic,"16, Q13",€ 400.00,280.0
1109,5.0,Maia Najul,Cecilia Peralta,Argentina,3,€ 300.00,240.0
1110,5.0,Caitlin Bettenay,Alisha Stevens,Australia,4,€ 300.00,240.0
1111,5.0,Franziska Friedl,Katharina Schutzenhofer,Austria,7,€ 300.00,240.0
1112,5.0,Ines Castro,Beatriz Pinheiro,Portugal,8,€ 300.00,240.0
1113,9.0,Sofia Bisgaard,Clara Windeleff,Denmark,6,€ 200.00,180.0
1114,9.0,Anna Pelloia,Margherita Tega,Italy,10,€ 200.00,180.0
1115,9.0,Miharu Kashihara,Harumi Sakai,Japan,"11, Q2",€ 200.00,180.0
1116,9.0,Louka Maertens,Lisa Van Den Vonder,Belgium,"15, Q8",€ 200.00,180.0
1117,13.0,Vanessa Muianga,Ana Sinaportar,Mozambique,2,€ 100.00,140.0
1118,13.0,Pilar Mardones,Amanda Recart,Chile,9,€ 100.00,140.0
1119,13.0,Eva Elekova,Kristina Harmanova,Slovakia,"13, Q6",€ 100.00,140.0
1120,13.0,Marta Bechis,Anna Dalmazzo,Italy,14,€ 100.00,140.0
1121,17.0,Leona Kernen,Annique Niederhauser,Switzerland,Q1,€ 0.00,100.0
1122,17.0,Erika Ditta,Eleonora Sestini,Italy,Q3,€ 0.00,100.0
1123,17.0,Patrycja Jundzill,Melania Marcinowska,Poland,Q10,€ 0.00,100.0
1124,17.0,Lubica Siposova,Martina Terenova,Slovakia,Q12,€ 0.00,100.0
1125,21.0,Agata Ceynowa,Nicole Jochym,Poland,Q4,€ 0.00,60.0
1126,21.0,Alison Mckay,Katharine Wuttunee,Canada,Q5,€ 0.00,60.0
1127,21.0,Malgorzata Ciezkowska,Urszula Lunio,Poland,Q7,€ 0.00,60.0
1128,21.0,Annelore Bex,Ines Piret,Belgium,Q9,€ 0.00,60.0
1129,21.0,Kayla Law-Heese,Ruby Sorra,Canada,Q11,€ 0.00,60.0
1130,21.0,Kathryn Barbour,Rachel Morrison,Scotland,Q14,€ 0.00,60.0
1131,21.0,Ludovica Panfili,Selene Richiusa,Italy,Q15,€ 0.00,60.0
1132,21.0,Mira Jarvelainen,Venla Vaarala,Finland,Q16,€ 0.00,60.0
1133,1.0,Andy Benesh,Miles Partain,United States,9,"$30,000.00",1200.0
1134,2.0,Anders Mol,Christian Sorum,Norway,1,"$20,000.00",1100.0
1135,3.0,Andre Loyola,George Wanderley,Brazil,7,"$14,000.00",1000.0
1136,4.0,Michal Bryl,Bartosz Losiak,Poland,6,"$10,000.00",900.0
1137,5.0,Ahmed Tijan,Cherif Younousse,Qatar,2,"$8,000.00",760.0
1138,5.0,Adrian Carambula,Alex Ranghieri,Italy,4,"$8,000.00",760.0
1139,5.0,Esteban Grimalt,Marco Grimalt,Chile,10,"$8,000.00",760.0
1140,5.0,Guto Carvalhaes,Pedro Solberg,Brazil,11,"$8,000.00",760.0
1141,9.0,Nils Ehlers,Clemens Wickler,Germany,5,"$6,000.00",600.0
1142,9.0,Alexander Brouwer,Robert Meeuwsen,Netherlands,8,"$6,000.00",600.0
1143,9.0,Florian Breer,Marco Krattiger,Switzerland,12,"$6,000.00",600.0
1144,9.0,Julian Horl,Alexander Horst,Austria,"14, Q7","$6,000.00",600.0
1145,13.0,Arnaud Gauthier-Rat,Youssef Krou,France,3,"$5,000.00",460.0
1146,13.0,Adrian Gavira,Pablo Herrera,Spain,"13, Q3","$5,000.00",460.0
1147,13.0,Daniele Lupo,Enrico Rossi,Italy,"15, Q9","$5,000.00",460.0
1148,13.0,Tomas Semerad,Jakub Sepka,Czech Republic,"16, Q13","$5,000.00",460.0
1149,17.0,Matthew Immers,Steven van de Velde,Netherlands,Q1,$0.00,400.0
1150,17.0,Evandro Goncalves,Arthur Lanci,Brazil,Q2,$0.00,400.0
1151,17.0,Mathias Berntsen,Hendrik Mol,Norway,Q6,$0.00,400.0
1152,17.0,Yves Haussener,Quentin Metral,Switzerland,Q12,$0.00,400.0
1153,21.0,Sergiy Popov,Eduard Reznik,Ukraine,Q4,$0.00,340.0
1154,21.0,Izac Carracher,Mark Nicolaidis,Australia,Q5,$0.00,340.0
1155,21.0,Arthur Canet,Teo Rotar,France,Q8,$0.00,340.0
1156,21.0,Nicolas Capogrosso,Tomas Capogrosso,Argentina,Q10,$0.00,340.0
1157,21.0,Calvin Aye,Quincy Aye,France,Q11,$0.00,340.0
1158,21.0,Noe Aravena,Vicente Droguett,Chile,Q14,$0.00,340.0
1159,21.0,Christoph Dressler,Alexander Huber,Austria,Q15,$0.00,340.0
1160,21.0,Leo Dillier,Adrian Heidrich,Switzerland,Q16,$0.00,340.0
1161,1.0,Duda Lisboa,Ana Patricia Silva,Brazil,1,"$30,000.00",1200.0
1162,2.0,Kelly Cheng,Sara Hughes,United States,3,"$20,000.00",1100.0
1163,3.0,Taryn Brasher,Kristen Nuss,United States,5,"$14,000.00",1000.0
1164,4.0,Svenja Muller,Cinja Tillmann,Germany,"14, Q4","$10,000.00",900.0
1165,5.0,Mariafe Artacho,Taliqua Clancy,Australia,2,"$8,000.00",760.0
1166,5.0,Melissa Humana-Paredes,Brandie Wilkerson,Canada,7,"$8,000.00",760.0
1167,5.0,Carol Salgado,Barbara Seixas,Brazil,12,"$8,000.00",760.0
1168,5.0,Valentina Gottardi,Marta Menegatti,Italy,"13, Q2","$8,000.00",760.0
1169,9.0,Raisa Schoon,Katja Stam,Netherlands,6,"$6,000.00",600.0
1170,9.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,9,"$6,000.00",600.0
1171,9.0,Tina Graudina,Anastasija Samoilova,Latvia,"15, Q6","$6,000.00",600.0
1172,9.0,Julia Donlin,Betsi Flint,United States,"16, Q9","$6,000.00",600.0
1173,13.0,Nina Brunner,Tanja Huberli,Switzerland,4,"$5,000.00",460.0
1174,13.0,Terese Cannon,Sarah Sponcil,United States,8,"$5,000.00",460.0
1175,13.0,Joana Mader,Anouk Verge-Depre,Switzerland,10,"$5,000.00",460.0
1176,13.0,Esmee Bobner,Zoe Verge-Depre,Switzerland,11,"$5,000.00",460.0
1177,17.0,Xinyi Xia,Chen Xue,China,Q1,$0.00,400.0
1178,17.0,Victoria Lopes,Taina Silva,Brazil,Q3,$0.00,400.0
1179,17.0,Daniela Alvarez,Tania Moreno,Spain,Q7,$0.00,400.0
1180,17.0,Barbora Hermannova,Marie-Sara Stochlova,Czech Republic,Q12,$0.00,400.0
1181,21.0,Tjasa Kotnik,Tajda Lovsin,Slovenia,Q5,$0.00,340.0
1182,21.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,Q8,$0.00,340.0
1183,21.0,Ana Gallay,Fernanda Pereyra,Argentina,Q10,$0.00,340.0
1184,21.0,Margherita Bianchin,Claudia Scampoli,Italy,Q11,$0.00,340.0
1185,21.0,Niina Ahtiainen,Taru Lahti,Finland,Q13,$0.00,340.0
1186,21.0,Liliana Fernandez,Paula Soria,Spain,Q14,$0.00,340.0
1187,21.0,Molley McBain,Sarah Pavan,Canada,Q15,$0.00,340.0
1188,21.0,Menia Bentele,Anna Lutz,Switzerland,Q16,$0.00,340.0
1189,1.0,Theo Brunner,Trevor Crabb,United States,"12, Q3","$10,000.00",800.0
1190,2.0,Julian Horl,Alexander Horst,Austria,8,"$8,000.00",760.0
1191,3.0,Evandro Goncalves,Arthur Lanci,Brazil,9,"$7,000.00",720.0
1192,4.0,Piotr Kantor,Jakub Zdybek,Poland,"20, Q7","$6,000.00",680.0
1193,5.0,Tri Bourne,Chaim Schalk,United States,2,"$3,750.00",600.0
1194,5.0,Sergiy Popov,Eduard Reznik,Ukraine,5,"$3,750.00",600.0
1195,5.0,Adrian Gavira,Pablo Herrera,Spain,11,"$3,750.00",600.0
1196,5.0,Audrius Knasas,Patrikas Stankevicius,Lithuania,"21, Q8","$3,750.00",600.0
1197,9.0,Thomas Hodges,Zachery Schubert,Australia,"1, Q1","$2,500.00",460.0
1198,9.0,Vitor Felipe,Renato Lima,Brazil,3,"$2,500.00",460.0
1199,9.0,Hugo Campos,Joao Pedrosa,Portugal,6,"$2,500.00",460.0
1200,9.0,Samuele Cottafava,Paolo Nicolai,Italy,7,"$2,500.00",460.0
1201,9.0,Paul Burnett,Christopher McHugh,Australia,"10, Q2","$2,500.00",460.0
1202,9.0,Mathias Berntsen,Hendrik Mol,Norway,14,"$2,500.00",460.0
1203,9.0,Chase Budinger,Miles Evans,United States,16,"$2,500.00",460.0
1204,9.0,Taylor Crabb,Taylor Sander,United States,"24, Q22","$2,500.00",460.0
1205,17.0,Izac Carracher,Mark Nicolaidis,Australia,15,"$1,500.00",360.0
1206,17.0,Poravid Taovato,Pithak Tipjan,Thailand,"18, Q4","$1,500.00",360.0
1207,19.0,Matthew Immers,Steven van de Velde,Netherlands,4,"$1,000.00",300.0
1208,19.0,Leon Luini,Christiaan Varenhorst,Netherlands,13,"$1,000.00",300.0
1209,19.0,Kusti Nolvak,Mart Tiisaar,Estonia,17,"$1,000.00",300.0
1210,19.0,Nicolas Capogrosso,Tomas Capogrosso,Argentina,"19, Q5","$1,000.00",300.0
1211,19.0,Florian Breer,Marco Krattiger,Switzerland,22,"$1,000.00",300.0
1212,19.0,Arthur Canet,Teo Rotar,France,23,"$1,000.00",300.0
1213,25.0,Calvin Aye,Quincy Aye,France,Q10,$0.00,220.0
1214,25.0,Alejandro Huerta,Javier Huerta,Spain,Q12,$0.00,220.0
1215,25.0,Miguel Sarabia,Juan Virgen,Mexico,Q13,$0.00,220.0
1216,25.0,Martin Ermacora,Philipp Waller,Austria,Q14,$0.00,220.0
1217,25.0,Jan Dumek,Jiri Sedlak,Czech Republic,Q17,$0.00,220.0
1218,25.0,Yves Haussener,Quentin Metral,Switzerland,Q18,$0.00,220.0
1219,25.0,Evan Cory,Troy Field,United States,Q24,$0.00,220.0
1220,25.0,Olivier Barthelemy,Samuel Cattet,France,Q27,$0.00,220.0
1221,33.0,Daniele Lupo,Enrico Rossi,Italy,Q6,$0.00,140.0
1222,33.0,Joaquin Bello,Luis Javier Bello,England,Q9,$0.00,140.0
1223,33.0,Moritz Pristauz,Robin Seidl,Austria,Q11,$0.00,140.0
1224,33.0,Tomas Semerad,Jakub Sepka,Czech Republic,Q15,$0.00,140.0
1225,33.0,Eylon Elazar,Netanel Ohana,Israel,Q16,$0.00,140.0
1226,33.0,Issa Batrane,Frederick Bialokoz,England,Q19,$0.00,140.0
1227,33.0,Surin Jongklang,Dunwinit Kaewsai,Thailand,Q20,$0.00,140.0
1228,33.0,Pawel Lewandowski,Maciej Rudol,Poland,Q21,$0.00,140.0
1229,33.0,Timothy Brewster,Kyle Friend,United States,Q23,$0.00,140.0
1230,33.0,Aleksandrs Samoilovs,Janis Smedins,Latvia,Q25,$0.00,140.0
1231,33.0,Krystof Oliva,Tadeas Trousil,Czech Republic,Q26,$0.00,140.0
1232,33.0,Lukas Pfretzschner,Sven Winter,Germany,Q28,$0.00,140.0
1233,33.0,Filipe Leite,Guilherme Maia,Portugal,Q29,$0.00,140.0
1234,33.0,Sebastiao Alves,Ze Pedro Monteiro,Portugal,Q30,$0.00,140.0
1235,1.0,Carol Salgado,Barbara Seixas,Brazil,1,"$10,000.00",800.0
1236,2.0,Andressa Cavalcanti,Vitoria De Souza,Brazil,9,"$8,000.00",760.0
1237,3.0,Agatha Bednarczuk,Rebecca Cavalcanti,Brazil,3,"$7,000.00",720.0
1238,4.0,Xinyi Xia,Chen Xue,China,4,"$6,000.00",680.0
1239,5.0,Daniela Alvarez,Tania Moreno,Spain,7,"$3,750.00",600.0
1240,5.0,Lezana Placette,Alexia Richard,France,"14, Q3","$3,750.00",600.0
1241,5.0,Jagoda Sliwka,Aleksandra Wachowicz,Poland,17,"$3,750.00",600.0
1242,5.0,Megan Kraft,Emily Stockman,United States,"19, Q11","$3,750.00",600.0
1243,9.0,Victoria Lopes,Taina Silva,Brazil,8,"$2,500.00",460.0
1244,9.0,Julia Donlin,Betsi Flint,United States,10,"$2,500.00",460.0
1245,9.0,Monika Paulikiene,Aine Raupelyte,Lithuania,12,"$2,500.00",460.0
1246,9.0,Margherita Bianchin,Claudia Scampoli,Italy,13,"$2,500.00",460.0
1247,9.0,Dorina Klinger,Ronja Klinger,Austria,"18, Q10","$2,500.00",460.0
1248,9.0,Niina Ahtiainen,Taru Lahti,Finland,"20, Q12","$2,500.00",460.0
1249,9.0,Molley McBain,Sarah Pavan,Canada,"22, Q18","$2,500.00",460.0
1250,9.0,Megan McNamara,Nicole McNamara,Canada,"23, Q24","$2,500.00",460.0
1251,17.0,Worapeerachayakorn Kongphopsarutawadee,Taravadee Naraphornrapat,Thailand,2,"$1,500.00",360.0
1252,17.0,Hegeile Almeida,Taiana Lima,Brazil,"21, Q16","$1,500.00",360.0
1253,19.0,Tjasa Kotnik,Tajda Lovsin,Slovenia,5,"$1,000.00",300.0
1254,19.0,Ines Castro,Beatriz Pinheiro,Portugal,6,"$1,000.00",300.0
1255,19.0,Ana Gallay,Fernanda Pereyra,Argentina,11,"$1,000.00",300.0
1256,19.0,Liliana Fernandez,Paula Soria,Spain,"15, Q4","$1,000.00",300.0
1257,19.0,Barbora Hermannova,Marie-Sara Stochlova,Czech Republic,16,"$1,000.00",300.0
1258,19.0,Giada Bianchi,Reka Orsi Toth,Italy,24,"$1,000.00",300.0
1259,25.0,Karla Borger,Sandra Ittlinger,Germany,Q1,$0.00,220.0
1260,25.0,Toni Rodriguez,Savvy Simo,United States,Q2,$0.00,220.0
1261,25.0,Sunniva Helland-Hansen,Emilie Olimstad,Norway,Q5,$0.00,220.0
1262,25.0,Brecht Piersma,Emi van Driel,Netherlands,Q7,$0.00,220.0
1263,25.0,Suzuka Hashimoto,Reika Murakami,Japan,Q8,$0.00,220.0
1264,25.0,Isabel Schneider,Julia Sude,Germany,Q19,$0.00,220.0
1265,25.0,Deahna Kraft,Zana Muno,United States,Q20,$0.00,220.0
1266,25.0,Franziska Friedl,Katharina Schutzenhofer,Austria,Q27,$0.00,220.0
1267,33.0,Leonie Kortzinger,Lea Kunst,Germany,Q6,$0.00,140.0
1268,33.0,Erika Bobadilla,Michelle Valiente,Paraguay,Q9,$0.00,140.0
1269,33.0,Abril Flores,Atenas Gutierrez,Mexico,Q13,$0.00,140.0
1270,33.0,Akiko Hasegawa,Yurika Sakaguchi,Japan,Q14,$0.00,140.0
1271,33.0,Maria Carro,Angela Lobato,Spain,Q15,$0.00,140.0
1272,33.0,Saki Maruyama,Asami Shiba,Japan,Q17,$0.00,140.0
1273,33.0,Miroslava Dunarova,Daniela Mokra,Czech Republic,Q21,$0.00,140.0
1274,33.0,Charanrutwadee Patcharamainaruebhorn,Woranatchayakorn Phirachayakrailert,Thailand,Q22,$0.00,140.0
1275,33.0,Brook Bauer,Katie Horton,United States,Q23,$0.00,140.0
1276,33.0,Sofia Gonzalez,Sol Guidarelli,Spain,Q25,$0.00,140.0
1277,33.0,Maia Najul,Cecilia Peralta,Argentina,Q26,$0.00,140.0
1278,33.0,Chenoa Christ,Kim Van de Velde,Germany,Q28,$0.00,140.0
1279,33.0,Liva Ebere,Deniela Konstantinova,Latvia,Q29,$0.00,140.0
1280,33.0,Ines Vasco,Eunice Xavier,Portugal,Q30,$0.00,140.0
1281,33.0,Gabriela Coelho,Mariana Maia,Portugal,Q31,$0.00,140.0
1282,1.0,Jonathan Jordan,Immanuel Zurcher,Switzerland,6,"€ 1,000.00",400.0
1283,2.0,Dirk Boehle,Mees Sengers,Netherlands,5,€ 700.00,360.0
1284,3.0,Leo Dillier,Adrian Heidrich,Switzerland,2,€ 500.00,320.0
1285,4.0,Gilles Vandecaveye,Louis Vandecaveye,Belgium,1,€ 400.00,280.0
1286,5.0,Martins Plavins,Mihails Samoilovs,Latvia,3,€ 300.00,240.0
1287,5.0,Benedikt Sagstetter,Jonas Sagstetter,Germany,"7, Q2",€ 300.00,240.0
1288,5.0,Julian Azaad,Maciel Bueno,Argentina,8,€ 300.00,240.0
1289,5.0,Olivers Bulgacs,Edgars Tocs,Latvia,"9, Q3",€ 300.00,240.0
1290,9.0,Bautista Amieva,Leo Aveiro,Argentina,4,€ 200.00,180.0
1291,9.0,Maximilian Just,Lui Wust,Germany,11,€ 200.00,180.0
1292,9.0,Joppe Van Langendonck,Christophe Witvrouwen,Belgium,13,€ 200.00,180.0
1293,9.0,Erik Nijland,Yannick Verberne,Netherlands,"15, Q12",€ 200.00,180.0
1294,13.0,Thibault Goset,Louis Laenen,Belgium,10,€ 100.00,140.0
1295,13.0,Soloman Bushby,James Takken,Australia,12,€ 100.00,140.0
1296,13.0,Daan Hendrikx,Kyan Vercauteren,Belgium,14,€ 100.00,140.0
1297,13.0,Georg Kostler,Matthias Kostler,Austria,"16, Q16",€ 100.00,140.0
1298,17.0,Quinten Groenewold,Sam van Der Loo,Netherlands,Q4,€ 0.00,100.0
1299,17.0,Kevin Cuzmiciov,River Day,Israel,Q8,€ 0.00,100.0
1300,17.0,Robert Kufa,Martin Melmuka,Czech Republic,Q10,€ 0.00,100.0
1301,17.0,Christian Ruud,Havard Solheim,Norway,Q11,€ 0.00,100.0
1302,21.0,Tom Altwies,Elouan Chouikh,France,Q1,€ 0.00,60.0
1303,21.0,Pekka Piippo,Vili Topio,Finland,Q5,€ 0.00,60.0
1304,21.0,Niko Gleed,Harry Jones,England,Q6,€ 0.00,60.0
1305,21.0,Domonkos Doczi,Csanad Petik,Hungary,Q7,€ 0.00,60.0
1306,21.0,Thijmen Heemskerk,Thijs Nijeboer,Netherlands,Q9,€ 0.00,60.0
1307,21.0,Oscar Feltrer,Pablo Perez,Spain,Q13,€ 0.00,60.0
1308,21.0,Alexy Humblet,Berre Peters,Belgium,Q14,€ 0.00,60.0
1309,21.0,Lars Maddens,Lander Vandecaveye,Belgium,Q15,€ 0.00,60.0
1310,1.0,Meimei Lin,Jinjin Zeng,China,2,"Ć 1,000.00",400.0
1311,2.0,Wies Bekhuis,Kirsten Broring,Netherlands,"9, Q3",Ć 700.00,360.0
1312,3.0,Menia Bentele,Anna Lutz,Switzerland,7,Ć 500.00,320.0
1313,4.0,Leona Kernen,Annique Niederhauser,Switzerland,12,Ć 400.00,280.0
1314,5.0,Louka Maertens,Lisa Van Den Vonder,Belgium,4,Ć 300.00,240.0
1315,5.0,Georgia Johnson,Tara Phillips,Australia,6,Ć 300.00,240.0
1316,5.0,Sofia Izuzquiza,Ana Vergara,Spain,"13, Q9",Ć 300.00,240.0
1317,5.0,Britt Ruysschaert,Els Vandesteene,Belgium,16,Ć 300.00,240.0
1318,9.0,Maria Gonzalez,Allanis Navas,Puerto Rico,1,Ć 200.00,180.0
1319,9.0,Miharu Kashihara,Harumi Sakai,Japan,"10, Q4",Ć 200.00,180.0
1320,9.0,Annelore Bex,Ines Piret,Belgium,11,Ć 200.00,180.0
1321,9.0,Esther Cramer,Laura Overwater,Netherlands,"14, Q10",Ć 200.00,180.0
1322,13.0,Anniina Parkkinen,Sara Sinisalo,Finland,3,Ć 100.00,140.0
1323,13.0,Caitlin Bettenay,Alisha Stevens,Australia,5,Ć 100.00,140.0
